update,timeToCoalescence,ID,alive,countCopy,countDelete,countIndel,countPoint,countPointOffset,genomeLength,markovBrainDeterministicGates,markovBrainGates,markovBrain_nextNodesConnections_LIST,markovBrain_nodesConnections_LIST,optimizeValue_0,score_AVE,score_LIST,scoreCompassSensor_AVE,scoreCompassSensor_LIST,scoreCurrentlyOnHotspot_AVE,scoreCurrentlyOnHotspot_LIST,scoreDistFromGoal_AVE,scoreDistFromGoal_LIST,scoreGoal_AVE,scoreGoal_LIST,scoreHotspotPrediction_AVE,scoreHotspotPrediction_LIST,scoreHotspotSensor_AVE,scoreHotspotSensor_LIST,scoreMovesLeft_AVE,scoreMovesLeft_LIST,scoreMovesLeftGoal_AVE,scoreMovesLeftGoal_LIST,scoreWallSensor_AVE,scoreWallSensor_LIST,timeOfBirth
16000,0,1600060,1,4772,4791,0,1393850,0,19905,18,18,"5,5,4,1,0,1,1,0,1,0,1,1,1,1,1,2,1,3,1,2,2,0,1,1,2,1,1,5,1,4,0,1,0,2,2,2,1","2,1,0,1,1,2,4,3,2,2,1,2,0,1,1,4,1,3,5,2,1,0,1,0,5,1,0,0,0,1,2,3,2,1,1,0,2",7.196599,7.196599,"7.196599",0.991858,"0.991858",0.713604,"0.713604",-0.051250,"-0.051250",0.850000,"0.850000",0.752941,"0.752941",1.000000,"1.000000",0.224723,"0.224723",0.264380,"0.264380",1.000000,"1.000000",15999
16100,0,1610093,1,4792,4818,0,1403631,0,19240,17,17,"3,2,3,3,0,0,1,0,3,0,1,2,3,0,1,1,1,1,1,2,5,0,1,1,2,1,2,4,1,3,1,0,0,3,2,3,1","3,3,0,3,2,2,1,1,2,1,1,0,0,0,1,2,2,2,1,2,3,0,1,0,3,2,1,0,0,2,3,2,0,1,1,2,0",6.887797,6.887797,"6.887797",0.992403,"0.992403",0.730718,"0.730718",-0.092500,"-0.092500",0.750000,"0.750000",0.752792,"0.752792",1.000000,"1.000000",0.219895,"0.219895",0.293193,"0.293193",1.000000,"1.000000",16099
16200,0,1620081,1,4819,4855,0,1413178,0,17537,12,12,"2,3,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,2,1,0,1,1,1,1,2,3,1,3,1,0,0,0,1,1,4","3,1,1,2,1,3,1,1,1,1,1,1,0,2,0,1,0,2,2,1,2,1,1,0,2,1,2,0,0,0,3,1,0,1,0,0,0",7.534035,7.534035,"7.534035",0.990209,"0.990209",0.699058,"0.699058",-0.037500,"-0.037500",0.950000,"0.950000",0.752141,"0.752141",1.000000,"1.000000",0.257796,"0.257796",0.271364,"0.271364",1.000000,"1.000000",16199
16300,0,1630054,1,4857,4883,0,1422420,0,19112,16,16,"2,3,3,2,1,1,2,2,0,0,0,1,1,0,1,1,2,1,1,3,2,0,1,1,1,3,1,2,2,4,2,1,0,1,3,0,0","2,1,0,1,1,3,2,2,2,1,1,1,0,1,0,1,1,1,4,3,1,1,1,0,1,1,3,1,0,1,4,1,0,2,1,1,0",7.304852,7.304852,"7.304852",0.980206,"0.980206",0.698928,"0.698928",-0.051250,"-0.051250",0.900000,"0.900000",0.752099,"0.752099",1.000000,"1.000000",0.223990,"0.223990",0.248877,"0.248877",1.000000,"1.000000",16299
16400,0,1640059,1,4875,4903,0,1432310,0,19471,14,14,"2,4,1,2,1,2,1,2,0,0,0,1,1,0,1,1,2,1,1,3,2,0,1,1,1,2,1,2,1,0,1,2,0,1,2,0,2","2,1,0,1,2,2,1,1,1,2,1,0,1,0,0,2,1,1,2,2,0,2,0,0,0,0,5,0,1,0,2,0,0,1,1,1,1",7.511140,7.511140,"7.511140",0.988175,"0.988175",0.700891,"0.700891",-0.005000,"-0.005000",0.950000,"0.950000",0.752241,"0.752241",1.000000,"1.000000",0.230102,"0.230102",0.242213,"0.242213",1.000000,"1.000000",16399
16500,0,1650028,1,4905,4933,0,1441851,0,18692,15,15,"3,2,3,4,1,2,0,0,0,1,2,1,2,0,1,1,1,2,1,1,1,0,1,1,1,2,2,1,1,0,1,2,0,1,2,0,2","3,2,0,1,2,3,1,1,1,1,1,0,0,0,0,3,0,1,1,2,0,1,0,0,0,0,2,2,0,1,2,1,0,2,2,0,0",7.223443,7.223443,"7.223443",0.989774,"0.989774",0.753996,"0.753996",-0.112500,"-0.112500",0.850000,"0.850000",0.752140,"0.752140",1.000000,"1.000000",0.250357,"0.250357",0.294538,"0.294538",1.000000,"1.000000",16499
16600,0,1660027,1,4932,4963,0,1451242,0,18527,15,15,"2,1,1,1,1,2,0,2,0,2,2,1,1,0,1,3,1,2,1,1,1,0,1,1,1,2,2,1,1,0,0,4,1,1,1,2,2","3,1,0,1,4,3,2,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,3,4,0,2,4,2,0,0",7.344664,7.344664,"7.344664",0.990728,"0.990728",0.728304,"0.728304",-0.048750,"-0.048750",0.900000,"0.900000",0.753078,"0.753078",1.000000,"1.000000",0.221767,"0.221767",0.246408,"0.246408",1.000000,"1.000000",16599
16700,0,1670027,1,4968,4991,0,1460842,0,19993,14,14,"2,0,2,1,1,1,0,1,0,2,0,1,1,0,1,2,1,1,1,1,2,0,2,2,2,2,1,2,1,0,0,1,1,3,1,1,2","2,1,0,1,2,2,1,3,1,2,2,1,0,0,0,1,2,1,1,0,0,0,1,0,0,0,4,0,0,3,2,1,0,2,0,2,0",7.605029,7.605029,"7.605029",0.992711,"0.992711",0.714514,"0.714514",-0.002500,"-0.002500",0.950000,"0.950000",0.751788,"0.751788",1.000000,"1.000000",0.267159,"0.267159",0.281220,"0.281220",1.000000,"1.000000",16699
16800,0,1680079,1,4996,5021,0,1470483,0,20354,16,16,"2,0,5,1,1,1,0,0,2,2,2,1,1,0,1,1,1,1,1,2,5,0,1,1,1,2,1,2,1,1,0,0,1,3,1,1,2","2,1,0,2,1,2,1,1,2,4,1,0,1,1,0,1,1,2,2,0,0,3,0,0,0,1,1,0,0,1,1,4,0,3,1,0,0",7.108480,7.108480,"7.108480",0.990967,"0.990967",0.703582,"0.703582",-0.033750,"-0.033750",0.850000,"0.850000",0.752159,"0.752159",1.000000,"1.000000",0.178093,"0.178093",0.209521,"0.209521",1.000000,"1.000000",16799
16900,0,1690042,1,5016,5051,0,1479767,0,16741,13,13,"2,0,1,0,1,1,0,0,2,4,3,1,1,0,2,1,1,1,1,1,1,0,1,1,1,2,1,1,1,0,0,1,2,1,1,1,2","2,1,0,3,1,3,1,1,2,2,1,0,1,1,0,2,1,2,2,0,0,1,0,0,0,0,0,0,1,0,4,3,0,1,1,0,0",7.117742,7.117742,"7.117742",0.992758,"0.992758",0.687567,"0.687567",-0.047500,"-0.047500",0.850000,"0.850000",0.752447,"0.752447",1.000000,"1.000000",0.196445,"0.196445",0.231112,"0.231112",1.000000,"1.000000",16899
17000,0,1700034,1,5049,5073,0,1488004,0,18479,17,17,"2,0,3,0,2,0,0,1,3,4,3,1,2,0,1,2,1,1,1,2,2,0,2,2,2,2,1,1,1,0,0,2,0,3,2,0,2","2,2,0,1,3,2,1,1,1,2,2,0,3,2,0,1,0,3,1,1,0,3,0,0,1,0,1,0,0,0,5,1,0,4,0,0,2",7.629958,7.629958,"7.629958",0.991554,"0.991554",0.726479,"0.726479",-0.001250,"-0.001250",0.950000,"0.950000",0.751995,"0.751995",1.000000,"1.000000",0.273392,"0.273392",0.287782,"0.287782",1.000000,"1.000000",16999
17100,0,1710097,1,5083,5104,0,1497271,0,19566,17,17,"3,0,2,0,4,0,1,0,0,5,3,1,1,0,1,2,4,1,1,1,1,0,2,2,3,2,1,2,2,0,1,1,1,3,3,0,3","3,1,0,1,2,4,2,1,1,1,4,0,1,2,0,2,0,3,0,4,0,2,1,1,1,0,0,1,0,0,4,0,0,2,0,1,0",7.255200,7.255200,"7.255200",0.979253,"0.979253",0.693428,"0.693428",-0.065000,"-0.065000",0.900000,"0.900000",0.752826,"0.752826",1.000000,"1.000000",0.208575,"0.208575",0.231750,"0.231750",1.000000,"1.000000",17099
17200,0,1720073,1,5115,5136,0,1506946,0,19985,20,20,"3,0,2,5,4,0,1,0,0,4,2,2,1,0,1,1,3,2,1,1,4,0,1,1,1,1,1,1,3,0,0,3,1,7,0,1,4","5,1,0,1,1,3,2,1,1,4,1,1,0,1,2,3,0,3,0,6,1,0,2,1,0,0,0,1,0,0,3,0,1,5,0,1,0",7.444359,7.444359,"7.444359",0.991094,"0.991094",0.703575,"0.703575",-0.007500,"-0.007500",0.950000,"0.950000",0.752101,"0.752101",1.000000,"1.000000",0.195297,"0.195297",0.205575,"0.205575",1.000000,"1.000000",17199
17300,0,1730018,1,5141,5165,0,1516896,0,19115,13,13,"1,0,0,0,3,1,1,0,0,2,0,2,1,0,1,1,2,1,1,2,1,0,1,1,1,2,1,1,1,0,1,1,0,0,1,4,1","2,1,0,1,1,2,1,1,1,1,1,1,1,2,0,1,0,2,0,2,1,0,2,1,0,0,0,1,0,0,3,0,0,2,0,1,0",7.460803,7.460803,"7.460803",0.991722,"0.991722",0.724543,"0.724543",-0.035000,"-0.035000",0.950000,"0.950000",0.751502,"0.751502",1.000000,"1.000000",0.207055,"0.207055",0.217953,"0.217953",1.000000,"1.000000",17299
17400,0,1740085,1,5173,5201,0,1526855,0,19249,13,13,"1,0,0,0,4,1,1,0,0,3,1,2,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,2,1,0,1","2,1,0,1,1,3,1,1,1,1,1,1,1,2,0,2,0,0,0,3,1,0,2,1,0,0,2,1,1,0,3,0,0,0,0,1,0",6.433157,6.433157,"6.433157",0.991964,"0.991964",0.726624,"0.726624",-0.122500,"-0.122500",0.650000,"0.650000",0.751508,"0.751508",1.000000,"1.000000",0.148540,"0.148540",0.228523,"0.228523",1.000000,"1.000000",17399
17500,0,1750079,1,5203,5233,0,1536216,0,18517,13,13,"3,1,0,0,8,2,1,0,1,4,1,1,1,1,2,1,2,1,1,1,1,0,1,1,1,1,1,3,1,0,0,2,0,2,0,0,0","3,1,0,2,1,2,1,1,2,2,1,1,1,2,1,1,1,0,0,1,0,0,1,0,0,0,2,1,0,0,5,0,0,0,0,1,0",7.591706,7.591706,"7.591706",0.993362,"0.993362",0.714254,"0.714254",-0.017500,"-0.017500",0.950000,"0.950000",0.752482,"0.752482",1.000000,"1.000000",0.267125,"0.267125",0.281184,"0.281184",1.000000,"1.000000",17499
17600,0,1760100,1,5240,5269,0,1545684,0,17633,16,16,"0,1,0,3,4,3,4,0,0,5,3,1,2,0,3,1,1,1,1,1,3,0,1,1,1,1,1,3,1,0,1,2,0,0,2,0,0","3,2,0,3,1,2,1,1,2,5,1,3,2,1,2,2,1,1,0,1,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0",7.618238,7.618238,"7.618238",0.993103,"0.993103",0.708594,"0.708594",-0.002500,"-0.002500",0.950000,"0.950000",0.751956,"0.751956",1.000000,"1.000000",0.276363,"0.276363",0.290908,"0.290908",1.000000,"1.000000",17599
17700,0,1770087,1,5267,5300,0,1554550,0,15419,13,13,"0,1,0,3,3,1,2,0,0,4,0,2,1,0,2,1,1,1,1,1,2,0,1,1,1,1,1,2,1,0,1,1,0,0,1,0,0","3,1,0,2,1,2,1,1,2,3,1,0,2,1,1,2,1,1,0,1,0,2,2,0,0,0,1,0,0,0,2,0,0,0,0,1,1",7.260800,7.260800,"7.260800",0.989925,"0.989925",0.717353,"0.717353",-0.063750,"-0.063750",0.900000,"0.900000",0.752738,"0.752738",1.000000,"1.000000",0.193535,"0.193535",0.215039,"0.215039",1.000000,"1.000000",17699
17800,0,1780006,1,5297,5331,0,1562093,0,14941,12,12,"0,1,2,3,3,1,1,0,0,4,0,2,1,0,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,2,0,0,1,0,0","3,1,0,1,2,2,1,1,2,2,1,1,1,1,2,2,1,0,1,1,1,1,3,0,0,1,0,0,1,0,1,0,0,1,0,1,0",7.827258,7.827258,"7.827258",0.993082,"0.993082",0.716489,"0.716489",0.000000,"0.000000",1.000000,"1.000000",0.751714,"0.751714",1.000000,"1.000000",0.307130,"0.307130",0.307130,"0.307130",1.000000,"1.000000",17799
17900,0,1790022,1,5337,5358,0,1570376,0,20136,14,14,"0,1,1,2,4,0,1,0,0,1,0,2,1,0,1,4,2,1,1,1,2,0,1,1,1,1,1,2,1,0,0,1,0,0,1,1,0","2,1,0,1,3,3,1,1,3,1,1,2,0,0,3,3,1,2,0,2,1,1,0,1,0,1,0,0,3,0,4,2,0,1,0,0,1",6.957396,6.957396,"6.957396",0.993011,"0.993011",0.761445,"0.761445",-0.152500,"-0.152500",0.800000,"0.800000",0.751383,"0.751383",1.000000,"1.000000",0.201475,"0.201475",0.251844,"0.251844",1.000000,"1.000000",17899
18000,0,1800051,1,5372,5394,0,1579999,0,20117,18,18,"1,1,1,3,5,0,1,0,1,0,1,3,1,0,1,1,1,1,3,1,1,0,1,1,1,1,1,4,1,0,0,5,0,1,1,0,0","4,1,0,1,5,2,2,5,2,1,1,4,3,0,2,3,3,2,2,0,6,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1",6.830923,6.830923,"6.830923",0.991715,"0.991715",0.710881,"0.710881",-0.067500,"-0.067500",0.750000,"0.750000",0.752008,"0.752008",1.000000,"1.000000",0.189907,"0.189907",0.253209,"0.253209",1.000000,"1.000000",17999
18100,0,1810064,1,5390,5422,0,1589340,0,17643,16,16,"2,0,1,1,3,0,2,0,0,0,1,1,1,1,1,1,1,2,1,1,2,0,1,1,1,1,2,2,2,0,0,1,0,1,0,1,4","4,2,0,1,2,3,3,1,2,2,1,2,6,0,5,0,3,0,2,0,1,0,0,2,1,0,0,0,2,2,1,0,0,0,0,0,2",6.825517,6.825517,"6.825517",0.993379,"0.993379",0.766078,"0.766078",-0.155000,"-0.155000",0.750000,"0.750000",0.752746,"0.752746",1.000000,"1.000000",0.201878,"0.201878",0.269170,"0.269170",1.000000,"1.000000",18099
18200,0,1820042,1,5424,5449,0,1598771,0,19348,13,13,"2,0,1,1,2,0,0,0,1,0,3,1,1,0,2,1,1,1,1,1,1,0,1,1,1,1,1,4,1,0,0,1,0,0,0,0,3","3,1,0,2,2,3,1,1,1,1,1,5,3,0,2,1,2,0,1,0,2,0,0,0,0,1,1,0,1,0,1,0,0,2,0,0,2",7.460952,7.460952,"7.460952",0.990445,"0.990445",0.721352,"0.721352",-0.040000,"-0.040000",0.950000,"0.950000",0.752680,"0.752680",1.000000,"1.000000",0.210714,"0.210714",0.221805,"0.221805",1.000000,"1.000000",18199
18300,0,1830049,1,5450,5487,0,1608516,0,16889,13,13,"2,0,1,1,2,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,2,2,0,0,1,0,0,0,1,4","4,1,0,1,1,4,1,1,1,1,1,4,2,1,1,0,2,0,0,0,2,0,2,0,1,1,0,0,0,1,1,1,0,3,0,0,0",7.285251,7.285251,"7.285251",0.994831,"0.994831",0.724409,"0.724409",-0.056250,"-0.056250",0.850000,"0.850000",0.751849,"0.751849",1.000000,"1.000000",0.265670,"0.265670",0.312553,"0.312553",1.000000,"1.000000",18299
18400,0,1840065,1,5483,5511,0,1617720,0,20037,16,16,"2,0,1,0,3,0,0,0,0,0,2,1,1,0,1,1,1,3,1,1,1,0,1,1,1,1,1,3,2,0,0,0,0,0,0,1,4","3,1,0,2,1,3,3,1,1,1,1,3,1,1,1,0,2,0,0,0,3,0,1,0,3,1,2,0,0,1,3,1,0,1,0,0,0",7.524122,7.524122,"7.524122",0.991382,"0.991382",0.697607,"0.697607",-0.027500,"-0.027500",0.950000,"0.950000",0.751985,"0.751985",1.000000,"1.000000",0.248132,"0.248132",0.261191,"0.261191",1.000000,"1.000000",18399
18500,0,1850011,1,5503,5540,0,1627444,0,19048,16,16,"1,0,4,0,6,0,0,0,0,1,0,2,1,0,1,1,1,2,1,1,1,0,1,1,1,1,1,4,1,0,1,0,0,2,0,1,2","4,1,0,1,1,3,4,1,1,1,1,0,1,1,0,1,2,0,1,0,4,0,1,0,4,1,1,0,0,1,4,0,0,2,0,0,1",7.335853,7.335853,"7.335853",0.991948,"0.991948",0.731685,"0.731685",-0.077500,"-0.077500",0.900000,"0.900000",0.751646,"0.751646",1.000000,"1.000000",0.230796,"0.230796",0.256439,"0.256439",1.000000,"1.000000",18499
18600,0,1860071,1,5542,5579,0,1636929,0,19453,14,14,"1,0,2,1,2,0,0,0,0,2,0,2,1,0,1,1,2,1,1,1,1,0,1,1,1,1,1,3,1,1,1,0,0,1,1,0,1","3,1,0,1,1,3,1,1,1,1,1,0,2,3,0,1,3,0,0,0,1,0,1,0,2,0,1,1,0,1,2,0,1,4,0,0,1",7.446991,7.446991,"7.446991",0.993099,"0.993099",0.728180,"0.728180",-0.053750,"-0.053750",0.900000,"0.900000",0.752565,"0.752565",1.000000,"1.000000",0.274794,"0.274794",0.305327,"0.305327",1.000000,"1.000000",18599
18700,0,1870077,1,5562,5611,0,1645969,0,15681,12,12,"1,1,2,1,2,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,0,0,0","2,1,0,1,1,2,1,2,1,1,1,1,0,2,0,2,2,0,0,1,2,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0",7.203446,7.203446,"7.203446",0.979080,"0.979080",0.727344,"0.727344",-0.067500,"-0.067500",0.850000,"0.850000",0.752322,"0.752322",1.000000,"1.000000",0.236364,"0.236364",0.278075,"0.278075",1.000000,"1.000000",18699
18800,0,1880025,1,5595,5641,0,1653772,0,17896,12,12,"1,3,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,2,2,2,2,1,1,1,1,0,0,1,1,0,0,1","2,1,0,1,1,2,1,1,1,1,2,0,0,2,0,1,0,1,0,2,1,0,0,0,2,0,1,0,0,0,0,0,1,5,0,1,0",7.590285,7.590285,"7.590285",0.993166,"0.993166",0.714153,"0.714153",-0.032500,"-0.032500",0.950000,"0.950000",0.752348,"0.752348",1.000000,"1.000000",0.274194,"0.274194",0.288625,"0.288625",1.000000,"1.000000",18799
18900,0,1890006,1,5627,5673,0,1663232,0,18805,11,11,"0,3,0,1,1,0,0,0,0,1,1,1,1,0,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1","2,1,0,1,1,2,1,1,1,1,1,0,1,2,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,3,0,1,0",7.007606,7.007606,"7.007606",0.981121,"0.981121",0.744115,"0.744115",-0.123750,"-0.123750",0.800000,"0.800000",0.751773,"0.751773",1.000000,"1.000000",0.226464,"0.226464",0.283080,"0.283080",1.000000,"1.000000",18899
19000,0,1900080,1,5657,5708,0,1672483,0,18249,16,16,"0,0,0,0,0,2,0,0,2,0,1,1,2,0,1,4,3,1,1,2,1,0,1,2,1,1,1,1,1,1,0,2,0,5,2,0,1","2,2,0,1,3,2,1,1,2,1,1,0,1,2,0,0,1,0,0,2,0,0,1,0,0,1,2,3,1,1,1,2,1,4,0,4,0",7.536803,7.536803,"7.536803",0.991747,"0.991747",0.712876,"0.712876",-0.046250,"-0.046250",0.950000,"0.950000",0.751949,"0.751949",1.000000,"1.000000",0.256065,"0.256065",0.269542,"0.269542",1.000000,"1.000000",18999
19100,0,1910036,1,5694,5743,0,1682225,0,19485,13,13,"0,0,2,0,0,0,0,0,3,0,0,2,1,2,1,1,2,1,1,4,1,0,2,2,1,1,1,2,1,1,0,0,0,2,1,0,1","3,1,0,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,2,0,0,1,0,0,2,1,2,1,0,1,2,3,1,0,1,1",7.635371,7.635371,"7.635371",0.991322,"0.991322",0.700442,"0.700442",0.000000,"0.000000",1.000000,"1.000000",0.752326,"0.752326",1.000000,"1.000000",0.219477,"0.219477",0.219477,"0.219477",1.000000,"1.000000",19099
19200,0,1920071,1,5717,5771,0,1691118,0,16949,16,16,"0,1,2,0,0,1,1,0,3,1,0,1,2,2,1,1,3,1,1,2,3,0,2,1,1,1,1,2,1,1,0,0,0,3,2,2,0","2,2,0,1,1,3,1,2,1,1,1,2,1,0,0,1,0,0,0,1,0,1,1,0,0,2,1,2,1,2,1,2,3,2,0,1,2",7.699942,7.699942,"7.699942",0.991080,"0.991080",0.717641,"0.717641",0.000000,"0.000000",1.000000,"1.000000",0.752244,"0.752244",1.000000,"1.000000",0.243366,"0.243366",0.243366,"0.243366",1.000000,"1.000000",19199
19300,0,1930054,1,5753,5809,0,1700561,0,17296,13,13,"0,1,1,0,0,0,0,0,1,2,0,1,1,0,2,1,3,2,1,1,2,0,1,1,1,1,1,3,1,1,0,0,0,3,0,1,0","2,1,0,2,1,2,1,1,1,1,1,1,1,0,1,1,0,0,0,2,0,1,1,0,0,2,1,2,1,2,1,1,0,1,0,1,3",7.697836,7.697836,"7.697836",0.989792,"0.989792",0.697075,"0.697075",0.000000,"0.000000",1.000000,"1.000000",0.752736,"0.752736",1.000000,"1.000000",0.252748,"0.252748",0.252748,"0.252748",1.000000,"1.000000",19299
19400,0,1940008,1,5795,5839,0,1710107,0,19695,13,13,"0,2,0,0,0,0,0,0,2,1,1,1,1,0,1,1,2,1,1,2,2,0,1,1,1,1,2,2,2,1,0,0,0,1,0,2,0","3,1,0,1,1,3,2,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,3,0,0,2,2,2,1,1,2,2,0,1,0,0,2",7.824164,7.824164,"7.824164",0.992746,"0.992746",0.716001,"0.716001",0.000000,"0.000000",1.000000,"1.000000",0.751921,"0.751921",1.000000,"1.000000",0.305788,"0.305788",0.305788,"0.305788",1.000000,"1.000000",19399
19500,0,1950064,1,5827,5872,0,1718904,0,18829,17,17,"0,3,0,0,0,0,1,1,0,1,0,1,1,0,1,3,1,3,2,2,3,0,2,1,1,1,1,1,1,1,0,0,1,3,0,0,0","2,1,0,1,3,2,4,2,1,2,1,2,0,0,3,0,1,0,0,1,4,0,1,0,0,1,4,1,0,2,1,0,2,2,1,0,4",7.465800,7.465800,"7.465800",0.991562,"0.991562",0.712243,"0.712243",-0.003750,"-0.003750",0.950000,"0.950000",0.752845,"0.752845",1.000000,"1.000000",0.198849,"0.198849",0.209315,"0.209315",1.000000,"1.000000",19499
19600,0,1960002,1,5860,5910,0,1727844,0,17571,14,14,"0,1,0,2,0,0,0,1,2,0,0,1,1,0,1,1,1,1,2,1,3,0,2,1,1,1,1,2,2,1,1,0,2,0,1,1,0","2,1,1,2,1,2,1,2,1,1,1,1,0,0,1,0,0,1,0,2,2,0,1,0,1,0,3,0,0,2,2,1,1,1,1,0,3",6.972309,6.972309,"6.972309",0.992802,"0.992802",0.735926,"0.735926",-0.070000,"-0.070000",0.800000,"0.800000",0.751179,"0.751179",1.000000,"1.000000",0.180730,"0.180730",0.225912,"0.225912",1.000000,"1.000000",19599
19700,0,1970029,1,5890,5943,0,1735984,0,16933,14,14,"0,1,0,1,0,0,0,1,2,1,1,1,1,0,1,1,1,1,1,2,1,0,1,1,1,1,1,2,2,3,1,0,1,0,0,0,0","3,1,0,1,2,3,1,2,2,1,1,1,1,0,2,1,0,0,0,1,3,0,0,2,0,0,1,0,1,2,4,0,0,1,1,0,4",6.231686,6.231686,"6.231686",0.995001,"0.995001",0.747992,"0.747992",-0.221250,"-0.221250",0.600000,"0.600000",0.753408,"0.753408",1.000000,"1.000000",0.152245,"0.152245",0.253741,"0.253741",1.000000,"1.000000",19699
19800,0,1980017,1,5914,5976,0,1743734,0,14380,15,15,"1,4,0,1,0,0,0,0,1,1,3,1,2,0,1,1,1,1,1,2,1,0,1,1,1,1,2,1,2,3,0,0,1,0,0,0,0","3,3,0,1,2,3,1,1,2,1,1,0,0,0,1,0,0,0,2,0,3,5,0,2,0,0,0,0,0,5,2,0,1,1,0,1,3",7.692929,7.692929,"7.692929",0.990251,"0.990251",0.711045,"0.711045",0.000000,"0.000000",1.000000,"1.000000",0.752251,"0.752251",1.000000,"1.000000",0.243566,"0.243566",0.243566,"0.243566",1.000000,"1.000000",19799
19900,0,1990096,1,5948,6007,0,1750685,0,13863,16,16,"1,4,1,3,0,0,0,1,3,2,2,1,2,0,3,1,1,2,1,2,1,0,1,1,1,1,1,1,1,3,0,1,1,0,0,0,0","2,2,0,3,2,2,3,1,2,1,1,1,2,1,0,0,0,0,1,0,1,5,0,3,0,1,1,0,1,1,1,0,0,1,0,1,4",7.047912,7.047912,"7.047912",0.992526,"0.992526",0.714727,"0.714727",-0.042500,"-0.042500",0.800000,"0.800000",0.752089,"0.752089",1.000000,"1.000000",0.214699,"0.214699",0.268374,"0.268374",1.000000,"1.000000",19899
20000,0,2000079,1,5979,6031,0,1757862,0,16577,17,17,"2,3,2,1,0,0,0,0,0,3,1,1,1,0,1,1,2,1,1,1,1,0,1,3,1,2,1,2,1,4,1,0,1,0,0,0,0","2,1,1,1,1,4,4,1,1,1,1,2,1,1,0,0,0,0,3,1,1,3,0,6,0,0,1,0,1,1,0,0,0,1,1,1,1",7.639225,7.639225,"7.639225",0.992801,"0.992801",0.724831,"0.724831",-0.007500,"-0.007500",0.950000,"0.950000",0.752385,"0.752385",1.000000,"1.000000",0.280971,"0.280971",0.295759,"0.295759",1.000000,"1.000000",19999
20100,0,2010086,1,6013,6064,0,1766048,0,16858,17,17,"1,3,1,1,1,0,0,0,0,0,2,1,3,0,1,3,2,2,1,2,1,0,1,2,1,1,1,3,1,2,2,1,0,0,1,0,0","2,1,0,1,3,3,3,1,2,1,1,0,1,2,0,0,0,4,0,0,4,3,0,8,0,1,0,1,2,1,1,0,0,2,0,1,3",7.610287,7.610287,"7.610287",0.992092,"0.992092",0.717159,"0.717159",-0.003750,"-0.003750",0.950000,"0.950000",0.751903,"0.751903",1.000000,"1.000000",0.269288,"0.269288",0.283461,"0.283461",1.000000,"1.000000",20099
20200,0,2020006,1,6039,6090,0,1774375,0,16974,14,14,"1,2,2,1,1,0,0,1,1,0,4,2,2,0,1,1,2,1,1,1,1,0,1,1,1,1,1,4,1,1,1,0,0,0,1,0,0","3,2,0,1,1,3,3,1,1,1,1,1,1,1,0,0,0,1,0,0,1,4,0,4,0,0,0,0,3,0,0,1,0,3,0,2,1",7.526575,7.526575,"7.526575",0.992761,"0.992761",0.715959,"0.715959",-0.001250,"-0.001250",0.950000,"0.950000",0.751556,"0.751556",1.000000,"1.000000",0.226785,"0.226785",0.238721,"0.238721",1.000000,"1.000000",20199
20300,0,2030006,1,6068,6119,0,1783047,0,16443,14,14,"1,2,3,1,2,0,0,1,1,0,2,2,1,0,1,1,2,1,1,1,1,0,2,2,3,2,1,2,1,1,2,0,1,0,0,1,0","4,1,0,1,2,3,1,1,1,1,3,0,1,3,0,0,0,0,0,1,0,2,0,5,0,1,0,0,3,0,0,1,0,1,0,2,0",7.742802,7.742802,"7.742802",0.992631,"0.992631",0.716171,"0.716171",0.000000,"0.000000",1.000000,"1.000000",0.751951,"0.751951",1.000000,"1.000000",0.265049,"0.265049",0.265049,"0.265049",1.000000,"1.000000",20299
20400,0,2040049,1,6101,6143,0,1792429,0,20085,14,14,"0,2,1,1,1,0,0,1,0,1,2,4,1,0,1,1,3,1,1,1,1,0,1,1,2,1,1,2,1,1,2,0,0,1,0,1,0","5,1,0,1,1,3,1,1,1,1,1,0,1,2,0,1,1,0,0,0,0,1,0,3,3,1,1,1,3,0,0,1,0,0,0,3,1",7.729156,7.729156,"7.729156",0.992171,"0.992171",0.700171,"0.700171",0.000000,"0.000000",1.000000,"1.000000",0.752488,"0.752488",1.000000,"1.000000",0.265919,"0.265919",0.265919,"0.265919",1.000000,"1.000000",20399
