update,timeToCoalescence,ID,alive,countCopy,countDelete,countIndel,countPoint,countPointOffset,genomeLength,markovBrainDeterministicGates,markovBrainGates,markovBrain_nextNodesConnections_LIST,markovBrain_nodesConnections_LIST,optimizeValue_0,score_AVE,score_LIST,scoreCompassSensor_AVE,scoreCompassSensor_LIST,scoreCurrentlyOnHotspot_AVE,scoreCurrentlyOnHotspot_LIST,scoreDistFromGoal_AVE,scoreDistFromGoal_LIST,scoreGoal_AVE,scoreGoal_LIST,scoreHotspotPrediction_AVE,scoreHotspotPrediction_LIST,scoreHotspotSensor_AVE,scoreHotspotSensor_LIST,scoreMovesLeft_AVE,scoreMovesLeft_LIST,scoreMovesLeftGoal_AVE,scoreMovesLeftGoal_LIST,scoreWallSensor_AVE,scoreWallSensor_LIST,timeOfBirth
11500,0,1150097,1,3418,3394,0,988022,0,20294,14,14,"0,0,1,3,1,1,0,1,3,1,1,1,1,0,1,2,2,1,1,2,1,1,1,1,1,1,1,3,1,0,1,0,0,0,0,1,0","3,0,0,3,3,3,1,1,1,1,3,1,4,3,2,1,0,0,2,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0",6.945889,6.945889,"6.945889",0.918978,"0.918978",0.702779,"0.702779",-0.056250,"-0.056250",0.850000,"0.850000",0.752517,"0.752517",1.000000,"1.000000",0.144113,"0.144113",0.169545,"0.169545",1.000000,"1.000000",11499
11600,0,1160028,1,3441,3430,0,997385,0,17591,12,12,"0,0,0,1,1,1,0,1,3,1,0,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0","2,0,0,2,2,2,1,1,1,1,3,1,1,0,1,1,0,0,2,1,1,1,0,1,3,0,2,0,0,0,0,1,1,0,0,1,0",6.969289,6.969289,"6.969289",0.923448,"0.923448",0.644690,"0.644690",-0.107500,"-0.107500",0.850000,"0.850000",0.752100,"0.752100",1.000000,"1.000000",0.208633,"0.208633",0.245450,"0.245450",1.000000,"1.000000",11599
11700,0,1170086,1,3479,3458,0,1006744,0,19972,14,14,"0,0,0,1,2,1,0,2,4,1,1,1,1,0,1,1,1,1,1,2,1,0,1,2,2,2,1,3,2,1,0,0,0,0,0,1,0","2,1,0,2,3,2,1,2,2,1,3,1,2,1,0,1,0,1,2,2,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,1,1",7.153410,7.153410,"7.153410",0.941686,"0.941686",0.716624,"0.716624",-0.040000,"-0.040000",0.850000,"0.850000",0.751631,"0.751631",1.000000,"1.000000",0.222292,"0.222292",0.261520,"0.261520",1.000000,"1.000000",11699
11800,0,1180074,1,3512,3498,0,1015941,0,18410,16,16,"0,0,0,1,1,1,0,5,4,2,0,2,1,0,2,1,4,1,1,2,1,0,1,1,1,1,2,5,4,0,0,0,0,0,0,1,0","3,0,0,3,2,3,1,2,2,1,1,0,1,2,0,1,0,1,1,3,0,0,4,2,0,1,0,0,0,0,0,3,1,0,0,2,0",6.966573,6.966573,"6.966573",0.911250,"0.911250",0.670243,"0.670243",-0.110000,"-0.110000",0.800000,"0.800000",0.752943,"0.752943",1.000000,"1.000000",0.269891,"0.269891",0.337363,"0.337363",1.000000,"1.000000",11799
11900,0,1190042,1,3543,3529,0,1025440,0,18702,12,12,"0,0,0,0,1,2,0,3,2,0,0,1,1,0,1,1,1,1,1,1,2,1,2,1,1,1,1,3,1,0,0,0,0,1,0,1,0","2,0,0,2,2,2,1,2,1,2,1,1,0,2,0,0,0,0,0,1,1,0,2,2,1,1,0,0,0,1,0,1,0,0,0,2,0",7.319378,7.319378,"7.319378",0.915064,"0.915064",0.732154,"0.732154",-0.078750,"-0.078750",0.900000,"0.900000",0.752663,"0.752663",1.000000,"1.000000",0.260426,"0.260426",0.289362,"0.289362",1.000000,"1.000000",11899
12000,0,1200009,1,3570,3560,0,1034735,0,18131,13,13,"0,0,0,0,1,1,0,2,1,0,0,1,1,0,2,2,1,2,1,1,1,2,1,1,1,1,1,3,1,2,0,0,0,1,3,0,1","2,0,0,3,2,2,1,2,1,1,1,2,0,0,1,0,0,0,1,1,0,0,3,0,1,1,0,0,1,0,0,1,0,0,0,1,0",7.189220,7.189220,"7.189220",0.940801,"0.940801",0.726087,"0.726087",-0.088750,"-0.088750",0.850000,"0.850000",0.752645,"0.752645",1.000000,"1.000000",0.259344,"0.259344",0.305111,"0.305111",1.000000,"1.000000",11999
12100,0,1210070,1,3595,3594,0,1043389,0,15969,13,13,"0,0,0,0,0,0,0,2,1,0,0,4,1,0,2,1,1,1,1,1,2,0,1,1,1,1,1,3,1,1,0,2,1,1,1,1,0","4,0,1,3,1,2,1,1,3,1,1,1,0,1,0,1,2,0,1,0,2,0,1,1,2,0,0,0,0,0,0,2,1,0,0,0,0",7.658894,7.658894,"7.658894",0.930213,"0.930213",0.712077,"0.712077",0.000000,"0.000000",1.000000,"1.000000",0.752545,"0.752545",1.000000,"1.000000",0.255757,"0.255757",0.255757,"0.255757",1.000000,"1.000000",12099
12200,0,1220090,1,3625,3620,0,1051776,0,19362,15,15,"2,0,1,0,0,0,1,2,1,0,1,3,2,0,2,1,1,1,1,2,1,0,1,1,1,1,2,4,1,0,0,2,2,0,2,0,0","3,0,1,4,1,3,1,1,2,1,1,1,0,1,1,1,1,0,2,1,2,0,2,2,2,0,0,0,0,0,2,0,3,0,0,0,0",6.962425,6.962425,"6.962425",0.912235,"0.912235",0.742643,"0.742643",-0.107500,"-0.107500",0.800000,"0.800000",0.751891,"0.751891",1.000000,"1.000000",0.230822,"0.230822",0.288527,"0.288527",1.000000,"1.000000",12199
12300,0,1230045,1,3646,3642,0,1061403,0,20103,13,13,"2,0,1,0,0,1,1,2,0,0,0,2,1,0,1,1,1,1,1,1,1,0,2,1,2,1,2,2,1,0,0,1,1,1,0,0,0","2,0,0,3,1,2,1,1,1,1,1,1,0,0,1,2,1,0,2,0,1,0,2,1,4,0,0,0,0,0,0,0,3,0,0,0,0",7.667346,7.667346,"7.667346",0.917982,"0.917982",0.712748,"0.712748",0.000000,"0.000000",1.000000,"1.000000",0.752741,"0.752741",1.000000,"1.000000",0.265566,"0.265566",0.265566,"0.265566",1.000000,"1.000000",12299
12400,0,1240008,1,3670,3680,0,1070324,0,14478,11,11,"1,0,1,0,0,1,0,2,0,0,0,2,1,0,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,0,0,1,2,1,0,0,0","2,0,0,2,1,2,2,1,1,1,1,1,0,1,1,2,0,1,0,0,1,0,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0",7.455780,7.455780,"7.455780",0.952415,"0.952415",0.703432,"0.703432",-0.030000,"-0.030000",0.950000,"0.950000",0.752621,"0.752621",1.000000,"1.000000",0.231160,"0.231160",0.243326,"0.243326",1.000000,"1.000000",12399
12500,0,1250040,1,3702,3700,0,1078281,0,16936,15,15,"2,0,2,2,0,0,0,1,0,0,0,2,1,0,1,1,1,2,1,1,3,0,1,1,2,1,2,1,1,0,0,2,2,0,0,1,0","2,0,2,2,1,2,3,1,1,3,1,1,0,1,2,3,0,3,0,0,1,0,1,2,3,1,0,0,0,1,0,0,0,0,0,1,1",7.394248,7.394248,"7.394248",0.913851,"0.913851",0.693205,"0.693205",-0.015000,"-0.015000",0.950000,"0.950000",0.752910,"0.752910",1.000000,"1.000000",0.217009,"0.217009",0.228430,"0.228430",1.000000,"1.000000",12499
12600,0,1260006,1,3731,3734,0,1086603,0,15170,16,16,"1,0,1,1,2,0,0,2,0,0,0,2,1,0,1,2,2,1,1,1,3,0,2,1,2,1,1,1,1,0,0,4,3,0,1,2,1","2,0,2,2,2,3,1,1,1,1,1,0,1,0,2,5,0,2,0,1,3,1,1,0,3,2,0,0,1,2,0,1,0,0,0,1,0",7.310027,7.310027,"7.310027",0.921992,"0.921992",0.750718,"0.750718",-0.096250,"-0.096250",0.900000,"0.900000",0.752162,"0.752162",1.000000,"1.000000",0.252229,"0.252229",0.280255,"0.280255",1.000000,"1.000000",12599
12700,0,1270039,1,3767,3763,0,1095229,0,19486,13,13,"1,1,0,0,0,0,0,1,0,0,0,2,1,0,1,1,1,1,2,1,2,0,2,1,1,1,1,2,1,1,0,1,4,2,1,1,1","2,1,0,2,1,2,2,2,1,1,1,0,2,0,3,2,0,4,0,1,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,1",7.641537,7.641537,"7.641537",0.992795,"0.992795",0.710843,"0.710843",0.000000,"0.000000",1.000000,"1.000000",0.752417,"0.752417",1.000000,"1.000000",0.216533,"0.216533",0.216533,"0.216533",1.000000,"1.000000",12699
12800,0,1280008,1,3802,3802,0,1104900,0,18540,14,14,"1,1,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,1,2,2,0,1,1,1,1,1,1,1,2,0,1,2,2,0,3,2","2,1,0,3,1,2,1,1,1,2,1,1,1,0,2,2,3,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,2,0,1,0",7.333720,7.333720,"7.333720",0.977512,"0.977512",0.747512,"0.747512",-0.102500,"-0.102500",0.900000,"0.900000",0.752554,"0.752554",1.000000,"1.000000",0.240672,"0.240672",0.267413,"0.267413",1.000000,"1.000000",12799
12900,0,1290016,1,3827,3827,0,1114308,0,19674,14,14,"0,2,0,0,0,0,0,2,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,2,1,0,0,1,4,2,0,2,2","3,1,0,2,1,3,1,1,1,1,1,0,0,0,1,2,4,0,3,0,0,0,1,1,1,0,0,0,0,0,0,1,1,3,0,2,0",7.017283,7.017283,"7.017283",0.992646,"0.992646",0.723082,"0.723082",-0.077500,"-0.077500",0.800000,"0.800000",0.752494,"0.752494",1.000000,"1.000000",0.212283,"0.212283",0.265353,"0.265353",1.000000,"1.000000",12899
13000,0,1300027,1,3857,3857,0,1123880,0,19580,16,16,"1,2,0,2,0,1,1,1,0,1,0,1,1,1,2,1,1,1,2,2,1,0,1,1,2,1,2,1,1,0,0,3,1,2,1,1,1","2,1,0,3,1,3,1,1,3,2,1,0,1,0,3,1,3,0,1,0,2,1,1,0,2,2,0,0,0,0,0,1,0,2,0,2,0",7.213124,7.213124,"7.213124",0.990911,"0.990911",0.713454,"0.713454",-0.030000,"-0.030000",0.850000,"0.850000",0.752653,"0.752653",1.000000,"1.000000",0.223176,"0.223176",0.262560,"0.262560",1.000000,"1.000000",12999
13100,0,1310080,1,3887,3885,0,1133490,0,20144,19,19,"1,1,0,1,0,1,0,1,0,1,0,2,1,1,1,1,1,1,2,1,4,0,2,2,1,3,2,1,1,2,0,2,1,2,1,1,3","3,1,0,2,1,2,1,2,2,4,2,1,0,0,1,0,2,0,0,1,2,0,1,0,2,1,0,0,0,3,1,2,2,0,0,1,2",6.590990,6.590990,"6.590990",0.990391,"0.990391",0.674350,"0.674350",-0.113750,"-0.113750",0.700000,"0.700000",0.751942,"0.751942",1.000000,"1.000000",0.180849,"0.180849",0.258356,"0.258356",1.000000,"1.000000",13099
13200,0,1320023,1,3926,3921,0,1143194,0,19532,12,12,"0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,2,1,1,1,1,1,0,1,1,1,2,1,2,1,2,0,2,0,0,1,0,3","2,1,0,1,1,2,1,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,1,1,2,2,0,0,1,1",7.661778,7.661778,"7.661778",0.992915,"0.992915",0.709413,"0.709413",0.000000,"0.000000",1.000000,"1.000000",0.751850,"0.751850",1.000000,"1.000000",0.227874,"0.227874",0.227874,"0.227874",1.000000,"1.000000",13199
13300,0,1330064,1,3951,3951,0,1152913,0,19305,13,13,"1,1,0,2,0,0,0,3,1,1,0,2,1,0,1,2,1,1,1,2,2,0,1,1,1,1,1,2,1,0,1,0,0,1,1,0,1","2,1,0,1,1,2,1,1,2,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,2,1,0,0,1,2",7.040698,7.040698,"7.040698",0.992863,"0.992863",0.712220,"0.712220",-0.087500,"-0.087500",0.800000,"0.800000",0.752622,"0.752622",1.000000,"1.000000",0.234198,"0.234198",0.292747,"0.292747",1.000000,"1.000000",13299
13400,0,1340009,1,3986,3986,0,1162380,0,20108,18,18,"0,0,0,3,1,2,0,4,0,2,2,1,1,0,1,4,1,2,1,3,2,0,1,1,1,1,2,3,1,1,2,0,0,0,2,0,2","3,1,0,1,2,3,2,1,3,3,1,2,0,0,0,1,0,0,0,1,0,0,0,0,4,0,3,0,0,0,1,1,1,0,2,2,0",7.315373,7.315373,"7.315373",0.978831,"0.978831",0.707899,"0.707899",-0.051250,"-0.051250",0.900000,"0.900000",0.751985,"0.751985",1.000000,"1.000000",0.225561,"0.225561",0.250623,"0.250623",1.000000,"1.000000",13399
13500,0,1350067,1,4024,4025,0,1172160,0,20416,13,13,"1,0,0,2,0,1,0,1,0,1,2,1,1,0,1,3,1,1,1,1,1,0,2,2,2,1,1,3,1,1,1,0,0,0,1,1,2","2,1,0,1,2,2,1,1,1,1,2,1,0,0,0,2,0,0,1,0,0,0,0,2,2,0,1,0,0,1,1,1,0,0,3,2,0",7.059775,7.059775,"7.059775",0.994248,"0.994248",0.734833,"0.734833",-0.081250,"-0.081250",0.800000,"0.800000",0.752114,"0.752114",1.000000,"1.000000",0.229069,"0.229069",0.286337,"0.286337",1.000000,"1.000000",13499
13600,0,1360016,1,4052,4055,0,1181866,0,19724,11,11,"0,1,1,1,0,4,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,1,1,2,1,1,1,0,0,0,0,0,1","2,1,0,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,2,1",7.016379,7.016379,"7.016379",0.992390,"0.992390",0.727330,"0.727330",-0.076250,"-0.076250",0.800000,"0.800000",0.751880,"0.751880",1.000000,"1.000000",0.209763,"0.209763",0.262203,"0.262203",1.000000,"1.000000",13599
13700,0,1370004,1,4084,4097,0,1190603,0,17837,14,14,"0,1,0,2,0,2,1,0,0,0,2,1,2,0,1,1,1,2,1,1,2,0,1,1,3,2,1,3,1,1,1,0,1,0,0,0,1","2,2,0,1,1,2,3,1,1,2,1,1,0,2,0,0,0,0,2,0,0,1,0,2,2,0,3,1,0,0,0,0,0,0,1,1,0",6.617022,6.617022,"6.617022",0.991225,"0.991225",0.746139,"0.746139",-0.090000,"-0.090000",0.700000,"0.700000",0.752256,"0.752256",1.000000,"1.000000",0.145411,"0.145411",0.207729,"0.207729",1.000000,"1.000000",13699
13800,0,1380038,1,4119,4123,0,1199785,0,20189,16,16,"0,0,0,1,0,3,0,1,2,0,1,1,2,0,1,3,1,2,1,3,1,0,2,1,1,1,1,5,1,3,1,0,1,0,0,0,1","2,2,0,1,3,2,2,1,3,1,1,2,0,3,0,0,0,0,2,0,0,1,0,2,4,1,2,1,0,0,0,0,0,0,3,1,1",7.297826,7.297826,"7.297826",0.977934,"0.977934",0.724350,"0.724350",-0.071250,"-0.071250",0.900000,"0.900000",0.751813,"0.751813",1.000000,"1.000000",0.219173,"0.219173",0.243526,"0.243526",1.000000,"1.000000",13799
13900,0,1390092,1,4143,4153,0,1209152,0,16318,11,11,"0,0,0,3,0,1,0,0,2,0,1,1,1,0,1,1,1,1,1,1,1,0,2,1,1,1,1,2,1,1,0,0,1,0,0,0,1","2,1,0,1,2,2,2,1,1,1,1,0,0,2,0,0,0,1,1,1,0,1,0,2,2,0,2,0,0,0,0,0,0,0,1,0,2",7.464302,7.464302,"7.464302",0.991951,"0.991951",0.699993,"0.699993",-0.007500,"-0.007500",0.900000,"0.900000",0.751925,"0.751925",1.000000,"1.000000",0.275600,"0.275600",0.306223,"0.306223",1.000000,"1.000000",13899
14000,0,1400010,1,4175,4175,0,1218615,0,19845,12,12,"0,0,0,3,0,1,0,0,3,1,0,1,1,0,1,1,1,1,2,1,1,0,1,1,1,1,1,3,1,1,0,0,2,0,1,0,1","2,1,0,1,1,2,2,2,1,1,2,0,0,2,0,0,0,2,0,0,0,4,1,4,2,1,1,0,0,0,0,0,1,0,1,0,2",7.375760,7.375760,"7.375760",0.990381,"0.990381",0.718477,"0.718477",-0.036250,"-0.036250",0.900000,"0.900000",0.752409,"0.752409",1.000000,"1.000000",0.236787,"0.236787",0.263097,"0.263097",1.000000,"1.000000",13999
14100,0,1410096,1,4203,4211,0,1228452,0,18937,13,13,"0,0,2,2,0,1,0,0,3,0,0,1,2,0,1,1,1,1,1,1,2,0,1,1,1,1,1,3,1,1,0,0,1,0,1,0,1","2,2,0,1,1,2,1,2,1,1,2,0,0,4,1,0,0,0,0,0,0,1,2,3,0,0,2,1,0,0,0,1,0,1,0,0,2",7.484695,7.484695,"7.484695",0.992275,"0.992275",0.689160,"0.689160",-0.027500,"-0.027500",0.950000,"0.950000",0.752468,"0.752468",1.000000,"1.000000",0.231724,"0.231724",0.243920,"0.243920",1.000000,"1.000000",14099
14200,0,1420009,1,4232,4245,0,1238140,0,17369,13,13,"1,0,1,6,0,2,0,0,3,0,0,1,1,0,1,1,1,2,1,1,1,0,1,1,1,1,1,2,1,1,0,0,0,1,1,1,0","2,1,0,1,1,2,2,2,1,1,2,0,2,1,1,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,1,0,2,0,0,1",7.550346,7.550346,"7.550346",0.991328,"0.991328",0.706708,"0.706708",-0.017500,"-0.017500",0.950000,"0.950000",0.751513,"0.751513",1.000000,"1.000000",0.252180,"0.252180",0.265453,"0.265453",1.000000,"1.000000",14199
14300,0,1430099,1,4266,4275,0,1247697,0,19060,12,12,"0,0,0,0,1,1,0,0,2,0,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,2,1,1,2,0","2,1,0,1,1,2,1,3,1,2,1,1,0,1,2,1,1,0,0,0,1,1,0,1,0,0,1,2,1,0,0,1,0,1,2,0,1",7.283674,7.283674,"7.283674",0.980324,"0.980324",0.709357,"0.709357",-0.083750,"-0.083750",0.900000,"0.900000",0.752099,"0.752099",1.000000,"1.000000",0.224378,"0.224378",0.249309,"0.249309",1.000000,"1.000000",14299
14400,0,1440085,1,4295,4313,0,1257420,0,16971,14,14,"1,2,1,0,1,1,0,0,0,0,1,1,1,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,2,1,1,3,1","2,1,0,1,2,2,1,5,1,1,1,1,1,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,2,1,0,2",7.603051,7.603051,"7.603051",0.994649,"0.994649",0.711716,"0.711716",-0.003750,"-0.003750",0.950000,"0.950000",0.752039,"0.752039",1.000000,"1.000000",0.266981,"0.266981",0.281032,"0.281032",1.000000,"1.000000",14399
14500,0,1450099,1,4327,4347,0,1265546,0,16812,17,17,"2,3,0,1,1,2,1,2,0,0,1,2,1,0,1,1,2,2,1,1,2,0,1,1,1,1,1,1,2,0,1,0,1,2,0,2,0","4,2,0,3,1,2,1,3,1,2,1,4,1,0,4,1,0,0,2,0,0,2,1,1,0,1,1,0,2,1,0,1,0,1,3,0,2",7.351489,7.351489,"7.351489",0.990833,"0.990833",0.733524,"0.733524",-0.072500,"-0.072500",0.900000,"0.900000",0.752257,"0.752257",1.000000,"1.000000",0.235172,"0.235172",0.261303,"0.261303",1.000000,"1.000000",14499
14600,0,1460033,1,4359,4371,0,1274902,0,20150,15,15,"2,3,1,0,3,2,1,1,0,3,0,1,1,0,1,1,1,3,1,2,1,0,1,1,1,1,2,2,1,0,0,1,1,3,0,4,0","3,1,0,2,1,3,1,3,1,2,1,3,1,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,1,1,0,1",7.373172,7.373172,"7.373172",0.992320,"0.992320",0.680758,"0.680758",-0.038750,"-0.038750",0.900000,"0.900000",0.752174,"0.752174",1.000000,"1.000000",0.254857,"0.254857",0.283174,"0.283174",1.000000,"1.000000",14599
14700,0,1470031,1,4377,4406,0,1283948,0,16083,13,13,"0,0,2,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,3,1,0,1,1,1,2,1,1,1,0,0,2,1,5,0,3,0","2,1,0,1,1,2,1,2,2,2,1,0,1,0,3,1,0,1,0,1,0,0,0,0,1,0,1,0,2,1,0,2,1,1,1,0,0",7.726829,7.726829,"7.726829",0.992509,"0.992509",0.691128,"0.691128",0.000000,"0.000000",1.000000,"1.000000",0.752195,"0.752195",1.000000,"1.000000",0.269401,"0.269401",0.269401,"0.269401",1.000000,"1.000000",14699
14800,0,1480056,1,4408,4432,0,1291632,0,17384,12,12,"2,0,2,0,1,2,1,2,0,0,0,1,1,0,1,1,1,1,2,1,1,0,1,1,1,2,1,1,1,0,1,0,0,2,1,3,0","2,1,0,1,1,2,1,2,2,1,3,0,1,0,2,1,1,1,0,1,0,2,0,1,0,1,2,1,0,1,0,2,0,1,1,0,0",7.508165,7.508165,"7.508165",0.990619,"0.990619",0.719629,"0.719629",-0.001250,"-0.001250",0.950000,"0.950000",0.752118,"0.752118",1.000000,"1.000000",0.216269,"0.216269",0.227651,"0.227651",1.000000,"1.000000",14799
14900,0,1490022,1,4435,4466,0,1300333,0,15034,13,13,"2,0,1,0,1,2,1,1,0,0,0,1,1,0,1,1,2,1,1,1,2,0,1,1,1,3,1,1,2,0,1,2,0,2,1,3,0","2,1,0,1,1,3,1,1,1,2,3,3,1,1,0,0,0,1,0,1,1,3,0,6,0,1,1,1,1,1,0,3,0,1,1,0,0",7.398789,7.398789,"7.398789",0.992178,"0.992178",0.701757,"0.701757",-0.050000,"-0.050000",0.950000,"0.950000",0.752957,"0.752957",1.000000,"1.000000",0.193294,"0.193294",0.203468,"0.203468",1.000000,"1.000000",14899
15000,0,1500072,1,4453,4495,0,1307161,0,12129,11,11,"3,1,1,1,0,3,0,2,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,0,0,2,0,1,1,1,1","2,2,0,1,1,2,1,1,1,1,1,1,2,1,0,0,1,0,0,1,1,2,0,4,0,1,0,2,1,1,0,2,1,1,1,0,0",6.896855,6.896855,"6.896855",0.993163,"0.993163",0.726490,"0.726490",-0.058750,"-0.058750",0.750000,"0.750000",0.752649,"0.752649",1.000000,"1.000000",0.209408,"0.209408",0.279211,"0.279211",1.000000,"1.000000",14999
15100,0,1510030,1,4474,4515,0,1314440,0,12419,12,12,"2,1,1,2,1,2,0,4,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,1,1,2,1,2,1,0,1,1,0,1,3,0,1","2,2,0,2,2,2,1,1,1,1,1,0,4,1,0,1,0,0,0,1,0,4,0,4,1,1,0,2,0,2,0,2,1,1,2,0,0",7.453171,7.453171,"7.453171",0.993906,"0.993906",0.716455,"0.716455",-0.040000,"-0.040000",0.900000,"0.900000",0.751821,"0.751821",1.000000,"1.000000",0.277175,"0.277175",0.307973,"0.307973",1.000000,"1.000000",15099
15200,0,1520027,1,4495,4541,0,1321147,0,12046,14,14,"1,0,3,2,1,2,0,3,0,0,0,2,1,0,2,1,2,1,2,1,1,0,1,1,1,2,1,3,1,1,0,1,1,0,1,0,2","3,3,0,2,1,2,1,3,1,1,1,0,2,1,0,0,3,0,0,0,0,2,0,3,1,0,0,1,0,1,1,3,2,0,0,0,0",7.519216,7.519216,"7.519216",0.992828,"0.992828",0.690418,"0.690418",-0.031250,"-0.031250",0.950000,"0.950000",0.752373,"0.752373",1.000000,"1.000000",0.250047,"0.250047",0.263207,"0.263207",1.000000,"1.000000",15199
15300,0,1530099,1,4537,4563,0,1328333,0,19430,15,15,"1,0,1,2,1,0,0,3,1,0,0,1,2,0,1,1,1,2,2,2,1,0,1,1,1,1,1,3,1,2,0,2,2,0,3,0,2","2,3,0,1,1,2,2,3,2,1,1,0,1,2,1,0,4,1,0,1,0,2,1,1,1,0,0,2,0,4,0,1,2,0,0,0,0",6.542042,6.542042,"6.542042",0.993059,"0.993059",0.676083,"0.676083",-0.112500,"-0.112500",0.650000,"0.650000",0.751897,"0.751897",1.000000,"1.000000",0.222385,"0.222385",0.342130,"0.342130",1.000000,"1.000000",15299
15400,0,1540083,1,4572,4599,0,1337705,0,18656,15,15,"1,0,1,1,3,0,0,2,0,0,1,1,1,0,1,1,2,1,1,3,1,0,1,1,1,1,1,3,2,0,2,1,2,1,3,0,1","2,2,0,1,1,3,1,2,4,2,1,0,0,4,1,0,5,1,0,0,0,0,0,1,0,1,0,3,0,2,0,1,3,0,1,0,0",7.386400,7.386400,"7.386400",0.992125,"0.992125",0.721670,"0.721670",-0.053750,"-0.053750",0.900000,"0.900000",0.751517,"0.751517",1.000000,"1.000000",0.249237,"0.249237",0.276930,"0.276930",1.000000,"1.000000",15399
15500,0,1550028,1,4601,4630,0,1347163,0,17529,15,15,"1,0,1,2,3,0,0,2,0,0,1,1,1,0,1,1,2,1,2,1,1,0,1,1,1,1,1,3,2,0,2,0,1,1,4,0,1","2,2,0,1,1,3,1,3,2,2,1,1,0,1,2,1,3,1,1,1,0,0,2,1,0,1,1,1,0,1,2,1,2,0,1,0,0",7.480313,7.480313,"7.480313",0.979847,"0.979847",0.729921,"0.729921",-0.050000,"-0.050000",0.950000,"0.950000",0.752288,"0.752288",1.000000,"1.000000",0.226792,"0.226792",0.238728,"0.238728",1.000000,"1.000000",15499
15600,0,1560035,1,4638,4659,0,1356420,0,19276,13,13,"1,1,1,0,1,0,0,3,1,0,0,1,1,0,1,1,1,2,1,1,1,0,1,1,1,1,1,3,1,0,1,0,2,1,3,0,2","2,1,0,1,1,2,2,3,1,3,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,1,0,1,0,1,0,1,2,0,1,0,1",6.797013,6.797013,"6.797013",0.992345,"0.992345",0.732472,"0.732472",-0.093750,"-0.093750",0.750000,"0.750000",0.752153,"0.752153",1.000000,"1.000000",0.174839,"0.174839",0.233119,"0.233119",1.000000,"1.000000",15599
15700,0,1570052,1,4670,4689,0,1365697,0,20035,16,16,"2,1,4,1,2,0,1,2,1,1,0,2,1,0,1,2,1,2,3,1,1,0,1,1,1,1,1,1,1,0,0,3,0,1,1,0,1","3,1,0,1,3,2,1,3,1,1,1,0,2,0,0,1,4,3,0,1,0,0,0,2,1,0,1,0,1,2,1,1,2,0,1,0,0",7.078535,7.078535,"7.078535",0.992816,"0.992816",0.744162,"0.744162",-0.065000,"-0.065000",0.800000,"0.800000",0.752283,"0.752283",1.000000,"1.000000",0.226224,"0.226224",0.282780,"0.282780",1.000000,"1.000000",15699
15800,0,1580056,1,4698,4718,0,1375349,0,19253,15,15,"3,3,3,1,0,0,1,0,1,0,0,1,1,0,1,1,1,2,1,1,1,0,2,2,2,2,1,3,1,2,1,2,1,1,1,0,1","2,1,0,1,1,2,2,2,2,1,2,0,2,0,0,2,2,1,0,0,0,2,0,1,0,0,0,1,0,1,0,1,3,0,0,0,1",6.440536,6.440536,"6.440536",0.989096,"0.989096",0.729486,"0.729486",-0.180000,"-0.180000",0.650000,"0.650000",0.751856,"0.751856",1.000000,"1.000000",0.180696,"0.180696",0.277993,"0.277993",1.000000,"1.000000",15799
15900,0,1590018,1,4727,4754,0,1384636,0,18007,15,15,"4,2,5,2,0,0,1,0,0,0,0,1,2,0,1,2,2,1,1,1,1,0,1,1,2,1,1,4,2,5,0,3,0,1,1,2,1","2,2,0,1,2,2,2,4,1,1,1,0,0,1,0,2,3,2,1,0,0,0,0,2,1,0,0,1,2,1,1,3,2,1,1,1,1",6.704517,6.704517,"6.704517",0.984402,"0.984402",0.758411,"0.758411",-0.137500,"-0.137500",0.700000,"0.700000",0.752971,"0.752971",1.000000,"1.000000",0.209577,"0.209577",0.299396,"0.299396",1.000000,"1.000000",15899
